pl_name,sy_snum,sy_pnum,sy_mnum,cb_flag,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_rmag,sy_rmagerr1,sy_imag,sy_imagerr1,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_Omega,ra_deg,cluster,is_centroid,vx,vy,vz,x,y,z
HATS-65 b,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.105161,0.0000016,-1.6e-06,0,0.04497,0.00033,-0.00033,0.0,0.0912,0,16.825,0.56,-0.56,0,1.501,0.05,-0.05,0.0,260.93843,26.37989,-26.37989,0,0.821,0.083,-0.083,0.0,0.3,0.039,-0.039,0.0,0.062,nan,nan,1.0,1178.0,0,1634,18,-18,0,84.82,0.26,-0.26,0,2457520.961,0.00041,-0.00041,0,0.0,0.667,0.018,-0.019,0.0,0.6465000000000001,nan,-0.0067,nan,2.8848,0.0312,-0.0312,0.0,10.239999999999998,nan,nan,nan,0.1181,0.0025,-0.0025,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,97.7,9.9,-9.9,0.0,6277.0,30,-30.0,0,1.31,0.03,-0.03,0.0,1.26,0.03,-0.03,0.0,0.199,0.055,-0.055,0.0,0.377,0.02,-0.021,0.0,4.3,0.02,-0.02,0.0,1.78,0.55,-0.55,0.0,0.788,0.052,-0.052,0.0,7.83,0.3,-0.3,0.0,-12.32,0.01,-10.02,0.0,19h31m45.55s,292.9397825,-26d44m24.73s,-26.7402021,-20.13798,12.40758,-4.91479,290.44462,3.4984277,0.0805488,-0.0805488,-3.49486,0.0805582,-0.0805582,-0.157955,0.0757828,-0.0757828,493.32,12.619,-12.015,2.00024,0.050182,-0.050182,13.08,0.022,-0.022,12.679,0.069,-0.069,11.405,0.023,-0.023,11.145,0.025,-0.025,11.095,0.023,-0.023,12.375,0.04,12.14,0.11,10.984,0.023,-0.023,11.025,0.02,-0.02,11.142,0.194,-0.194,8.279,0.066,-0.066,12.3793,0.00044,-0.00044,11.9801,0.0112,-0.0112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,247.14426038584605,292.9397916666666,1,False,7.345019841733533,22.329210678343376,-21.00936167678152,0.013570975820111669,0.024909816815305793,0.031219208102984505
HATS-66 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.1414391,0.0000074,-7.4e-06,0,0.04714,0.00025,-0.00025,0.0,0.0319,0,15.816,0.942,-0.942,0,1.411,0.084,-0.084,0.0,1694.0339,216.1244,-216.1244,0,5.33,0.68,-0.68,0.0,2.34,0.56,-0.43,0.0,0.064,nan,nan,1.0,2637.0,0,1998,21,-21,0,87.06,0.92,-0.92,0,2457603.051,0.0014,-0.0014,0,0.0,0.283,0.076,-0.095,0.0,0.543303,0.026377,-0.026377,0,4.5432,0.0648,-0.0648,0.0,10.239999999999998,nan,nan,nan,0.0787,0.0043,-0.0043,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,586,75.0,-75,0.0,6626.0,35,-35.0,0,1.84,0.04,-0.04,0.0,1.41,0.02,-0.02,0.0,-0.017,0.043,-0.043,0.0,0.767,0.02,-0.021,0.0,4.06,0.02,-0.02,0.0,2.17,0.16,-0.11,0.0,0.318,0.019,-0.019,0.0,12.86,0.17,-0.17,0.0,39.94,0.06,-0.06,0.0,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,-15.84807,243.30951,-56.6366,107.34841,4.2244222,0.0274625,-0.0274625,-3.36901,0.0264736,-0.0264736,2.54863,0.02911,-0.02911,1477.98,36.6,-34.9,0.647617,0.0162429,-0.0162429,14.626,0.034,-0.034,14.283,0.114,-0.114,13.083,0.023,-0.023,12.827,0.023,-0.023,12.761,0.026,-0.026,14.015,0.02,13.89,0.03,12.776,0.023,-0.023,12.8,0.025,-0.025,12.828,0.45,-0.45,8.826,0.066,-0.066,14.0086,0.000263,-0.000263,13.6373,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6198015202104,101.39479166666668,1,False,-3.4862821095654746,-22.68747391608619,-20.61849046334533,-0.007474377494022096,-0.028611766955116916,0.03274665069323176
HATS-67 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.6091788,0.000004,-4e-06,0,0.03032,0.00015,-0.00015,0.0,0.0316,0,18.887,0.527,-0.527,0,1.685,0.047,-0.047,0.0,460.8535,38.1396,-38.1396,0,1.45,0.12,-0.12,0.0,0.374,0.047,-0.047,0.0,0.057,nan,nan,1.0,3821.0,0,2193,22,-22,0,79.03,0.26,-0.26,0,2457796.881,0.00043,-0.00043,0,0.0,0.8613,0.0065,-0.0071,0.0,1.345,0.000904,-0.000904,0,1.9464,0.0264,-0.0264,0.0,10.239999999999998,nan,nan,nan,0.1201,0.002,-0.002,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,194,16.0,-16,0.0,6594.0,33,-33.0,0,1.44,0.03,-0.03,0.0,1.44,0.02,-0.02,0.0,0.332,0.052,-0.052,0.0,0.547,0.019,-0.02,0.0,4.28,0.02,-0.02,0.0,0.51,0.24,-0.24,0.0,0.677,0.035,-0.035,0.0,5.19,0.38,-0.38,0.0,-23.37,0.01,-0.01,0.0,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,15.84163,293.85557,-41.33745,202.64319,6.1349588,0.0300585,-0.0300585,-6.08239,0.030177,-0.030177,0.801406,0.0221927,-0.0221927,960.109,24.025,-22.9,1.0131,0.0252505,-0.0252505,14.207,0.033,-0.033,13.698,0.114,-0.114,12.638,0.026,-0.026,12.346,0.024,-0.024,12.327,0.026,-0.026,13.551,0.03,13.428,0.08,12.249,0.023,-0.023,12.268,0.022,-0.022,11.759,0.154,-0.154,9.168,0.066,-0.066,13.5596,0.000208,-0.000208,13.174,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.7873255247303,180.20879166666668,1,False,-28.408186370719758,-4.759051488525315,-25.095654597496424,-0.01911648154119783,0.004114339489430207,0.020859556178125124
HATS-68 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.5862202,0.0000047,-4.7e-06,0,0.05071,0.00018,-0.00018,0.0,0.084,0,13.809,0.437,-0.325,0,1.232,0.039,-0.029,0.0,410.0007,18.75197,-18.75197,0,1.29,0.059,-0.059,0.0,0.856,0.083,-0.083,0.0,0.036,nan,nan,1.0,1521.0,0,1741,12,-12,0,83.21,0.19,-0.19,0,2457410.409,0.0011,-0.0011,0,0.0,0.736,0.014,-0.012,0.0,0.572932,0.011478,-0.011478,0,3.42,0.0408,-0.0408,0.0,10.239999999999998,nan,nan,nan,0.0725,0.0016,-0.0016,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,139.3,6.4,-6.4,0.0,6147.0,22,-22.0,0,1.75,0.03,-0.03,0.0,1.35,0.01,-0.01,0.0,0.21,0.043,-0.043,0.0,0.592,0.014,-0.015,0.0,4.08,0.01,-0.01,0.0,3.02,0.11,-0.11,0.0,0.356,0.015,-0.015,0.0,7.42,0.29,-0.29,0.0,11.89,0.01,-0.01,0.0,01h00m01.46s,15.006077,-58d54m17.01s,-58.9047242,-58.18845,300.82877,-57.01793,336.39718,23.7676199,0.0478357,-0.0478357,22.5217,0.0485185,-0.0485185,7.59426,0.0413473,-0.0413473,603.955,10.371,-10.034,1.62712,0.0277561,-0.0277561,12.812,0.022,-0.022,12.312,0.046,-0.046,11.25,0.026,-0.026,10.985,0.024,-0.024,10.949,0.019,-0.019,12.137,0.01,12.05,0.03,10.912,0.022,-0.022,10.943,0.021,-0.021,11.003,0.1,-0.1,9.004,0.066,-0.066,12.1631,0.000186,-0.000186,11.7806,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.8927583288509,15.006083333333333,1,False,21.349019910773784,-3.3930736538209136,-19.218899410950076,0.0304601854485696,-0.01267178249377043,0.036073418260305225
HATS-69 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.2252577,0.0000019,-1.9e-06,0,0.03211,0.00014,-0.00019,0.0,0.0775,0,10.593,0.247,-0.247,0,0.945,0.022,-0.022,0.0,183.38791,nan,nan,0,0.577,0.12,nan,0.0,0.46,0.25,-0.25,0.0,0.519,nan,nan,1.0,466.6,0,1296,7,-7,0,88.49,0.55,-0.55,0,2457755.394,0.00052,-0.00052,0,0.0,0.207,0.071,-0.081,0.0,1.314459,0.040049,-0.040049,0,2.35776,0.02184,-0.02184,0.0,10.239999999999998,nan,nan,nan,0.1105,0.0023,-0.0023,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,52,28.0,-28,0.0,5137.0,16,-16.0,0,0.88,0.01,-0.01,0.0,0.89,0.01,-0.02,0.0,0.377,0.034,-0.034,0.0,-0.318,0.008,-0.008,0.0,4.5,0.01,-0.01,0.0,8.0,1.8,-1.3,0.0,1.854,0.07,-0.07,0.0,2.55,0.9,-0.9,0.0,4.09,0.03,-0.03,0.0,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,-26.54746,335.64057,-38.24132,281.80719,19.8898058,0.0239138,-0.0239138,8.69887,0.0268249,-0.0268249,-17.8867,0.0231719,-0.0231719,414.537,3.545,-3.487,2.38362,0.0203065,-0.0203065,14.906,0.03,-0.03,14.074,0.126,-0.126,12.413,0.024,-0.024,11.968,0.025,-0.025,11.875,0.023,-0.023,13.622,0.02,13.598,0.03,11.807,0.022,-0.022,11.896,0.022,-0.022,11.58,0.179,-0.179,8.961,0.066,-0.066,13.7643,0.000204,-0.000204,13.191,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.7087785394036,289.2974166666667,6,False,14.261168486712274,44.06919705605941,-41.679847438564764,0.003699734077699703,0.009654464572928711,0.011473819175517451
HATS-7 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.185315,0.0000054,-5.4e-06,0,0.04012,0.00043,-0.00043,0.0,0.167,0,6.311,0.516,-0.381,0,0.563,0.046,-0.034,0.0,38.1396,3.81396,-3.81396,0,0.12,0.012,-0.012,0.0,0.83,0.18,-0.18,0.0,0.17,nan,nan,1.0,211.62,0,1084,32,-32,0,87.92,0.75,-0.75,0,2456528.297,0.00058,-0.00058,0,0.0,0.39,0.11,-0.13,0.0,0.491734,0.016726,-0.016726,0,2.2992,0.0288,-0.0288,0.0,10.59,0.51,-0.67,0,0.0711,0.0019,-0.0019,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,18.4,1.9,-1.9,0.0,4985.0,50,-50.0,0,0.82,0.05,-0.04,0.0,0.85,0.03,-0.03,0.0,0.25,0.08,-0.08,0.0,-0.434,0.055,-0.047,0.0,4.54,0.05,-0.05,0.0,7.8,5.0,-5.0,0.0,2.22,0.33,-0.33,0.0,0.5,0.5,-0.5,0.0,9.44,0.02,-0.02,0.0,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,39.24434,322.30706,-8.79661,214.28259,56.6232037,0.0425645,-0.0425645,-43.1251,0.0442892,-0.0442892,-36.6935,0.0400603,-0.0400603,240.707,1.649,-1.628,4.12576,0.0280641,-0.0280641,14.359,0.018,-0.018,13.347,0.08,-0.08,11.528,0.024,-0.024,11.085,0.024,-0.024,10.976,0.026,-0.026,13.013,0.03,12.69,0.03,10.911,0.024,-0.024,10.953,0.021,-0.021,10.983,0.102,-0.102,9.21,0.066,-0.066,13.0499,0.000345,-0.000345,12.4284,0.0061,-0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.12728839467843,208.85674999999998,1,False,-24.673783828677912,12.572435403871005,-24.904506798123258,-0.019078341385861036,0.011545621899591947,0.02473012060375373
HATS-70 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.8882378,0.0000015,-1.5e-06,0,0.03632,0.00074,-0.00087,0.0,0.0249,0,15.513,0.886,-0.829,0,1.384,0.079,-0.074,0.0,4100.007,572.094,-508.528,0,12.9,1.8,-1.6,0.0,6.64,1.6,-1.3,0.0,0.18,nan,nan,1.0,9110.0,0,2730,140,-160,0,86.7,1.6,-1.9,0,2456911.875,0.0008,-0.00088,0,0.0,0.24,0.13,-0.11,0.0,0.435833,0.009794,-0.009794,0,3.624,0.1176,-0.1152,0.0,4.17,0.16,-0.13,0,0.074,0.0028,-0.0028,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,1460,220.0,-190,0.0,7930.0,630,-820.0,0,1.88,0.06,-0.07,0.0,1.78,0.12,-0.12,0.0,0.041,0.095,-0.107,0.0,1.079,0.164,-0.145,0.0,4.17,0.04,-0.04,0.0,0.81,0.5,-0.33,0.0,0.31459,0.09232,-0.05113,0.0,40.61,0.32,-0.35,0.0,35.74,0.19,-0.2,0.0,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,-8.84384,243.60243,-52.86754,117.61217,3.4365539,0.0461353,-0.0461353,-2.41999,0.044883,-0.044883,2.43999,0.0473349,-0.0473349,1458.83,68.6,-62.81,0.657918,0.0305828,-0.0305828,12.071,0.288,-0.288,12.227,0.035,-0.035,12.139,0.023,-0.023,12.106,0.024,-0.024,12.04,0.026,-0.026,12.642,0.029,12.727,0.034,12.049,0.023,-0.023,12.09,0.023,-0.023,12.489,0.387,-0.387,8.947,0.066,-0.066,12.586,0.000206,-0.000206,12.4539,0.0062,-0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.9248664438759,109.10454166666666,0,False,-8.165494159658783,-28.275019010136752,-26.41990085081498,-0.007716815097067696,-0.018417700876561655,0.022095936480248306
HATS-71 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.7955202,0.000001,-1e-06,0,0.03745,0.00015,-0.00015,0.0,0.267,0,11.478,0.202,-0.202,0,1.024,0.018,-0.018,0.0,117.5971,76.2792,-76.2792,0,0.37,0.24,-0.24,0.0,0.42,0.28,-0.28,0.0,0.0,nan,nan,0.0,18.08,0,587,2,-2,0,88.82,0.13,-0.13,0,2457858.801,0.00023,-0.00023,0,0.0,0.348,0.033,-0.042,0.0,5.227899,0.056042,-0.056042,0,2.0148,0.01488,-0.01488,0.0,16.84,0.15,-0.15,0,0.2202,0.0024,-0.0024,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,77,50.0,-50,0.0,3405.0,10,-10.0,0,0.48,0.01,-0.01,0.0,0.49,0.01,-0.01,0.0,0.17,0.036,-0.036,0.0,-1.56,0.01,-0.01,0.0,4.77,0.01,-0.01,0.0,3.2,3.8,-1.5,0.0,6.26,0.17,-0.17,0.0,2.9299999999999997,0.5,-0.5,0.0,2.35,0.03,-0.02,0.0,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333,-55.32527,300.69263,-59.1728,332.82493,83.3831772,0.0846699,-0.0846699,78.8583,0.0867943,-0.0867943,-27.0947,0.0639011,-0.0639011,140.225,0.865,-0.855,7.10286,0.0433982,-0.0433982,17.217,0.18,-0.18,16.437,1.133,-1.133,12.605,0.026,-0.026,11.972,0.032,-0.032,11.727,0.025,-0.025,15.81,0.009,14.575,0.031,11.561,0.022,-0.022,11.475,0.021,-0.021,10.751,0.083,-0.083,8.54,0.066,-0.066,15.3512,0.000468,-0.000468,14.1266,0.0073314,-0.0073314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.44497165636764,15.551875000000003,1,False,23.36457389992948,-6.039334867586477,-21.720646278444743,0.02398742306728661,-0.007272038798644752,0.027824871721213947
HATS-72 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,7.3279474,0.0000016,-1.6e-06,0,0.066517,8.5e-05,-0.000085,0.0,0.521,0,8.097,0.036,-0.036,0,0.722,0.003,-0.003,0.0,39.85588,1.23954,-1.23954,0,0.1254,0.0039,-0.0039,0.0,0.411,0.015,-0.01,0.0,0.013,nan,nan,1.0,49.58,0,739,2,-2,0,89.56,0.07,-0.05,0,2458087.648,0.000075,-7.5e-05,0,0.0,0.153,0.017,-0.023,0.0,1.371,0.000223,-0.000223,0,3.08472,0.0072,-0.0072,0.0,19.821,0.048,-0.048,0,0.1029,0.00034,-0.00034,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,16.15,0.51,-0.51,0.0,4656.1,8.9,-8.9,0,0.72,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.099,0.014,-0.014,0.0,-0.659,0.004,-0.004,0.0,4.59,0.0,0.0,0.0,12.17,0.24,-0.45,0.0,2.743,0.02,-0.02,0.0,0.8,1.3,-1.3,0.0,15.95,0.0,0.0,0.0,22h36m06.20s,339.0258401,-17d00m01.10s,-17.0003046,-57.17082,43.77685,-7.59034,334.264,137.5641937,0.086104,-0.086104,-108.621,0.0904317,-0.0904317,-84.412,0.0784146,-0.0784146,127.589,0.614,-0.609,7.809,0.0372917,-0.0372917,13.595,0.043,-0.043,12.324,0.046,-0.046,10.424,0.023,-0.023,9.907,0.026,-0.026,9.764,0.021,-0.021,11.998,0.01,11.622,0.03,9.683,0.025,-0.025,9.773,0.02,-0.02,9.642,0.051,-0.051,8.985,0.542,-0.542,12.0725,0.000278,-0.000278,11.3875,0.0061,-0.0061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.97472458623494,339.02583333333337,1,False,17.080699243866345,6.683844655553004,-16.514209008292156,0.04115319710372983,0.015375148372366695,0.04878771278265784
HATS-74 A b,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.73185606,0.00000055,-5.5e-07,0,0.02384,0.00011,-0.00011,0.0,0.0796,0,11.568,0.235,-0.235,0,1.032,0.021,-0.021,0.0,464.02947,44.49598,-44.49598,0,1.46,0.14,-0.14,0.0,1.64,0.19,-0.19,0.0,0.044,nan,nan,1.0,106.9,0,895,6,-6,0,87.39,0.29,-0.29,0,2458392.027,0.00024,-0.00024,0,0.0,0.406,0.034,-0.043,0.0,3.635943,0.083265,-0.083265,0,1.65336,0.01536,-0.01536,0.0,8.9,0.1,-0.1,0,0.1844,0.003,-0.003,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,346,34.0,-34,0.0,3776.9,9.5,-9.5,0,0.58,0.01,-0.01,0.0,0.6,0.01,-0.01,0.0,0.514,0.033,-0.021,0.0,-1.216,0.011,-0.011,0.0,4.7,0.01,-0.01,0.0,11.0,5.1,-5.1,0.0,4.43,0.18,-0.14,0.0,2.9299999999999997,0.5,-0.5,0.0,15.85,0.01,-0.01,0.0,11h24m03.55s,171.0147921,-19d33m25.05s,-19.5569588,38.74006,276.21878,-21.44832,179.8809,55.5368026,0.0991476,-0.0991476,-38.8574,0.118196,-0.118196,39.6792,0.07655,-0.07655,299.389,7.188,-6.865,3.31365,0.0777509,-0.0777509,18.605,0.171,-0.171,17.26,0.2,-0.2,13.25,0.023,-0.023,12.602,0.029,-0.029,12.361,0.031,-0.031,13.0135,0.01,12.82,0.01696405,12.241,0.023,-0.023,12.206,0.023,-0.023,12.191,0.018,-0.02,8.51,0.066,-0.066,15.9837,0.000921,-0.000921,14.7599,0.0076208,-0.0076208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.994386039292987,171.01479166666667,1,False,-31.01133256804449,-6.22049543304494,-28.425504832670114,-0.015183239285554056,-0.001622394120262581,0.01691947358512508
HATS-75 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.7886556,0.0000011,-1.1e-06,0,0.032742,0.000134,-0.000099,0.0,0.168,0,9.909,0.146,-0.146,0,0.884,0.013,-0.013,0.0,156.05375,12.39531,-12.39531,0,0.491,0.039,-0.039,0.0,0.878,0.084,-0.084,0.0,0.064,nan,nan,1.0,59.26,0,772,2,-2,0,88.07,0.15,-0.15,0,2458611.055,0.00027,-0.00027,0,0.0,0.406,0.029,-0.038,0.0,2.633991,0.048211,-0.048211,0,1.91256,0.0156,-0.0156,0.0,12.037,0.086,-0.062,0,0.1555,0.0021,-0.0021,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,99.2,7.9,-7.9,0.0,3790.4,5.7,-5.7,0,0.58,0.0,0.0,0.0,0.6,0.01,-0.01,0.0,0.522,0.051,-0.028,0.0,-1.197,0.005,-0.005,0.0,4.68,0.01,-0.01,0.0,14.9,3.3,-4.3,0.0,4.239,0.091,-0.065,0.0,2.9299999999999997,0.5,-0.5,0.0,40.0,0.01,-0.01,0.0,04h03m47.85s,60.9493919,-25d24m32.12s,-25.4089214,-47.10702,221.9558,-45.05342,51.62041,12.9903746,0.0385358,-0.0385358,12.8716,0.0383274,-0.0383274,-1.75264,0.048467,-0.048467,194.964,1.125,-1.111,5.10038,0.0291948,-0.0291948,17.12,0.019,-0.019,15.689,0.24,-0.24,12.481,0.023,-0.023,11.756,0.026,-0.026,11.584,0.021,-0.021,13.0135,0.01,12.82,0.01696405,11.486,0.024,-0.024,11.502,0.022,-0.022,11.607,0.189,-0.189,8.991,0.066,-0.066,14.9033,0.000422,-0.000422,13.8231,0.0073252,-0.0073252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.03680908901678,60.949374999999996,1,False,14.083327841058399,-23.64965112413919,-24.758516236657268,0.009282665793403823,-0.018301304991471198,0.022761877100609826
HATS-76 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.9416423,0.0000014,-1.4e-06,0,0.02658,0.00021,-0.00029,0.0,0.0689,0,12.094,0.347,-0.347,0,1.079,0.031,-0.031,0.0,835.57088,28.28673,-28.28673,0,2.629,0.089,-0.089,0.0,2.58,0.23,-0.23,0.0,0.062,nan,nan,1.0,129.8,0,940,7,-7,0,88.24,0.59,-0.59,0,2458424.556,0.00053,-0.00053,0,0.0,0.281,0.08,-0.105,0.0,3.294513,0.100053,-0.100053,0,1.8576,0.0264,-0.0264,0.0,9.12,0.14,-0.14,0,0.1772,0.0045,-0.0045,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,562,15.0,-15,0.0,4016.0,17,-17.0,0,0.63,0.01,-0.01,0.0,0.66,0.02,-0.02,0.0,0.322,0.065,-0.049,0.0,-1.038,0.014,-0.014,0.0,4.67,0.02,-0.02,0.0,4.6,8.7,-4.0,0.0,3.8,0.17,-0.17,0.0,2.9299999999999997,0.5,-0.5,0.0,8.6,0.01,-0.01,0.0,04h41m21.54s,70.3397665,-32d19m13.50s,-32.3204175,-40.39974,233.59134,-53.81248,61.2138,38.9888697,0.0895242,-0.0895242,-5.42928,0.0570703,-0.0570703,-38.609,0.0900481,-0.0900481,385.689,5.7415,-5.7415,2.56435,0.0383035,-0.0383035,18.088,0.182,-0.182,16.68,0.2,-0.2,13.69,0.029,-0.029,12.984,0.024,-0.024,12.812,0.033,-0.033,13.0135,0.01,12.82,0.01696405,12.758,0.024,-0.024,12.784,0.026,-0.026,12.403,0.365,-0.365,8.646,0.066,-0.066,15.7942,0.000623,-0.000623,14.857,0.0074629,-0.0074629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.65166931251468,70.33975,1,False,11.042264646989304,-28.416089431103085,-27.42642400216751,0.005074530366048274,-0.01590246774236605,0.0185193757947902
