pl_name,ra,dec,pl_orbincl,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_orblper,pl_orbper,pl_Omega,vx,vy,vz,x,y,z
HD_191806_b,302.368758,52.2767265,66.519,2966.61035,2.749,0.213,346.184,1603.38923,239.8277108897414,1.00904,-1.88621,4.1903,-1.23387,-1.71278,-0.47386
HD_191939_b,302.0256247,66.8503014,88.1,10.0,0.0804,0.031,5.0,8.8803256,237.9885398036194,1.69615,1.28901,22.75751,-0.04095,-0.06593,0.00679
HD_191939_c,302.0256247,66.8503014,89.1,8.0,0.1752,0.034,-90.0,28.579743,237.97755332983832,-8.23505,-13.16736,0.0,-0.00225,0.00141,-0.16922
HD_191939_d,302.0256247,66.8503014,89.49,2.8,0.2132,0.031,15.0,38.353037,237.97539579090292,2.02877,3.01603,13.55752,-0.10542,-0.16944,0.05347
HD_191939_e,302.0256247,66.8503014,88.7,112.2,0.407,0.031,-130.0,101.12,237.9810061060083,-4.25175,-6.51979,-6.52839,0.1286,0.21857,-0.30204
HD_192310_b,303.8284712,-27.0337556,90.0,16.9,0.32,0.13,173.0,74.72,236.17152879999998,0.85883,1.28153,-12.56421,0.15383,0.22955,0.03393
HD_192310_c,303.8284712,-27.0337556,90.0,24.0,1.18,0.32,110.0,525.8,236.17152879999998,4.21585,6.2908,-2.75628,0.15278,0.22798,0.75401
HD_194490_b,306.9980087,-51.6644646,57.99,3561.90296,11.116,0.251,261.106,13092.18348,237.424100555352,-1.46376,-1.92023,-0.3193,-2.98119,3.43234,-6.97509
HD_196050_b,309.4637796,-60.6347649,42.0,1493.79351,2.65,0.2,178.0,1392.0,241.1505703659045,-2.99551,1.83852,-3.16118,1.07046,1.82923,0.04951
HD_196067_b,310.4364195,-75.3514992,41.2,3972.85509,5.02,0.66,148.2,3638.0,240.69402262916873,-1.85708,4.78687,-3.46887,1.30015,0.93371,0.59243
HD_202206_c,318.7405221,-20.7897284,7.7,5689.157,2.41,0.22,280.0,1260.0,261.31626504756946,0.10844,-5.05926,0.11777,-1.8628,-0.0457,-0.24804
HD_202696_b,319.2250346,27.2582799,90.0,634.38868,1.566,0.011,201.6,517.8,220.77496539999996,-1.41518,-1.22048,-4.71998,1.09049,0.94046,-0.57014
HD_202696_c,319.2250346,27.2582799,90.0,592.43512,2.342,0.028,136.8,946.6,220.77496539999996,2.18882,1.88767,-3.07793,1.25666,1.08376,1.55832
HD_202772_A_b,319.6995877,-26.6163743,84.51,323.23311,0.05208,0.038,98.0,3.308958,220.4304050705445,21.31081,18.6567,-3.962,0.00839,0.00091,0.04939
HD_203387_c,320.561782,-16.8345229,158.462,2378.94563,5.067,0.202,86.348,2481.07227,245.9473735250137,1.20807,3.20467,0.08011,-3.53255,1.29464,1.48142
HD_204313_b,322.0510568,-21.7274194,72.917,1466.7781,3.185,0.1,286.99,2041.11539,219.20916691618046,-2.67305,-2.61198,1.08715,-1.15809,0.09449,-2.62044
HD_204313_e,322.0510568,-21.7274194,176.092,4868.17771,7.457,0.253,244.536,7325.64666,265.00536484492335,1.03915,-2.79156,-0.08732,5.20701,1.94902,-0.34277
HD_206893_b,326.3416874,-12.7833522,146.8,8899.1954,9.6,0.14,183.0,9350.0,230.5684469830139,1.4293,-1.33356,-1.27669,5.51592,6.13842,-0.23659
HD_206893_c,326.3416874,-12.7833522,150.9,4036.42077,3.53,0.41,46.0,2090.0,233.85636224130133,-0.34059,4.85393,1.74656,-1.91044,-0.39622,0.72861
HD_207496_b,328.7181708,-77.3388025,88.79,6.1,0.0629,0.231,57.0,6.441008,211.28749971469762,22.90682,13.49413,17.25966,-0.02207,-0.01441,0.04056
HD_207897_b,325.2016451,84.3337613,88.757,14.8,0.117,0.0,90.0,16.20166,214.80467425149223,15.08288,10.4847,0.0,0.00145,-0.00208,0.11697
HD_20794_b,49.9997666,-43.0666533,90.0,2.7,0.1207,0.0,0.0,18.315,130.0002334,-0.0,-0.0,18.08532,-0.07758,0.09246,0.0
HD_20794_c,49.9997666,-43.0666533,90.0,2.4,0.2036,0.0,0.0,40.114,130.0002334,-0.0,-0.0,13.92486,-0.13087,0.15597,0.0
HD_20794_d,49.9997666,-43.0666533,90.0,4.8,0.3499,0.0,0.0,90.309,130.0002334,-0.0,-0.0,10.62204,-0.22491,0.26804,0.0
HD_209458_b,330.7950219,18.8842419,86.71,232.0159,0.04707,0.0,0.0,3.52474859,209.2452481601613,0.81199,-1.45019,28.91288,-0.04107,-0.023,0.0
HD_213240_b,337.7506266,-49.4341037,63.0,1655.886,1.89,0.42,201.9,882.70001,204.6618171135286,-3.68093,1.62456,-5.91196,0.84687,0.59309,-0.36431
HD_214823_b,340.0832062,31.7875183,99.51,5914.78665,3.08,0.161,123.569,1854.84424,200.17209116243714,3.42656,0.84894,-2.29672,1.21855,0.82665,2.12355
HD_215497_c,341.652714,-56.5997984,90.0,111.23994,1.31,0.47,42.0,566.0,198.347286,5.80655,1.92565,6.7942,-0.48974,-0.16241,0.46458
HD_216437_b,343.6639631,-70.0733957,148.0,1334.87931,2.57,0.31,65.0,1359.0,208.94739448227804,3.34613,4.06261,1.20943,-1.31547,0.82994,0.85166
HD_217786_b,345.7838088,-0.4303594,69.767,4402.55909,2.446,0.311,100.167,1301.36009,195.10958814856696,5.17793,1.74846,-0.91785,0.43674,-0.47631,1.55647
HD_217958_b,346.136577,-25.6917758,91.357,166.54209,3.758,0.156,252.258,2560.19774,193.8671620766279,-3.50096,-0.89247,-1.15559,0.95551,0.16219,-3.02005
HD_219077_b,348.5319387,-62.7018297,90.178,3057.50928,5.935,0.768,57.341,5478.68861,191.46811517591055,5.87208,1.20346,3.84209,-0.72892,-0.1442,1.15922
HD_219134_b,348.3372026,57.1696255,85.05,4.74,0.03876,0.0,0.0,3.092926,191.70525549930997,0.55868,-2.69652,31.79547,-0.03795,-0.00786,0.0
HD_219134_c,348.3372026,57.1696255,87.28,4.36,0.0653,0.062,70.0,6.76458,191.6755909128292,24.16223,4.55941,8.93812,-0.01996,-0.00691,0.05749
HD_219828_c,349.6947029,18.6457524,122.816,5102.41725,5.657,0.811,145.683,4789.87297,192.2079514640866,5.27993,-2.60262,-5.67614,0.79402,0.50601,0.50658
HD_220689_b,351.4707282,-20.6167923,71.0,381.39409,3.396,0.054,112.834,2266.4,189.0128812036125,3.20469,0.96868,-1.32051,1.38231,-0.75675,2.79954
HD_221416_b,353.0331863,-21.8012007,85.75,60.5,0.1228,0.115,-106.0,14.2767,186.98583440957123,-19.25224,-1.94487,-5.53208,0.02879,0.01133,-0.10418
HD_221420_b,353.3319001,-77.3853286,14.0,6992.22495,10.1,0.12,217.0,10066.0,205.79212463965914,-1.96061,0.97215,-0.43093,4.13291,7.76152,-1.29402
HD_222155_b,354.5025617,48.9960191,68.0,581.62598,5.14,0.16,163.0,3999.0,185.9262162517084,0.82664,1.25878,-2.88769,4.1557,-0.04405,1.17043
HD_224538_b,359.7164302,-61.5868613,91.125,2075.73733,2.375,0.476,26.829,1202.05199,180.28362447042335,3.08767,0.13517,6.10493,-1.11058,0.00553,0.56157
HD_23472_b,55.4590314,-62.7672667,88.93,8.32,0.1162,0.072,114.0,17.667087,124.5363021534992,10.38422,-14.82323,-8.05634,0.02335,-0.03717,0.09849
HD_23472_c,55.4590314,-62.7672667,89.095,3.41,0.1646,0.063,2.0,29.79749,124.53763039842644,0.11189,-0.62184,16.48325,-0.08746,0.12692,0.00538
HD_23472_d,55.4590314,-62.7672667,87.95,0.55,0.04298,0.07,19.0,3.97664,124.52383858445837,5.09243,-9.34299,30.71773,-0.0218,0.03087,0.01301
